index,used,title,author,publish_time,href,context,search
93,0,"블록체인으로 지적재산권 인증·관리, 이젠 세계로 간다 - [Startup:D] (주)레드윗 김지원 대표",스타트업디,Jun 13. 2023,https://brunch.co.kr/@@foTw/9,"가장 적합한 기술이고 이를 지적재산권 보호에 활용해보자는 그의 제안에 공감한 석사 동기생 3명이 합류했다. 2명은개발자, 김 대표를 포함한 2명은 사업기획과 투자유치 파트를 맡았다. 이 팀이 고스란히 레드윗 공동창업자가 됐다. “제가 문과생이다...",개발자
94,0,이모트(Emote)가 뭐야?? - 이모티콘은 알지만 이모트는 생소한 사람들을 위해,Danstruct 댄스트럭트,Jun 13. 2023,https://brunch.co.kr/@@70z6/1,"즐겁게 소비할 수 있는 새로운 형태의 광고가 가능합니다. 사용자들은 플랫폼에서 기본으로 제공하는 이모트 외에도,개발자또는 기업이 홍보, 판매를 위해 별도 제작한 이모트도 사용 가능합니다. 메타버스 플랫폼에서 자체적으로 공급하는 콘텐츠만으론...",개발자
95,0,FDA가 웨어러블 기업에 살벌한 경고장을 보냈다고? - 카카오벤처스 디지털헬스케어 뉴스_20230613,카카오벤처스,Jun 13. 2023,https://brunch.co.kr/@@bcpZ/162,"을 제공하며 ""고위험 환자""에게도 사용할 수 있다고 홍보했다고 합니다. 2. 승인 없이 알고리즘을 변경하지 말 것 둘째로, 많은개발자들이 한번 승인을 받고 나면 소프트웨어를 쉽게 변경할 수 있다는 점에서 일종의 프리패스 권한을 가지고 있다고...",개발자
96,0,Open AI는 무엇을 꿈꾸는가? - ChatGPT가 나갈 길을 돈의 흐름이 말해줍니다.,권혁민,Jun 13. 2023,https://brunch.co.kr/@@fneV/18,"의지도 밝히며 한국과의 깊은 연대를 희망하기도 했죠. OpenAI는 AI 스타트업들에게 투자를 통해 자신의 위치를 AI 모델개발자로서 확고하게 하고, 이를 통해 수익을 창출하는 길을 찾고 있습니다. 이러한 투자 전략은 OpenAI가 AI 생태계의 중심에 위치...",개발자
97,0,쿠팡의 성공 법칙,캡선생,Jun 13. 2023,https://brunch.co.kr/@@R2i/900,"어디든 갔다. 심지어 한겨울 집 앞에서 몇 시간 동안 기다리다 허탕을 치기도 하고 제주도로 달려가기도 했다. 좋은개발자는 모두 쿠팡에 있다는 말이 있을 정도로 쿠팡의 인재 욕심은 대단했다. 이병철 회장은 인재발탁의 원칙으로 ""의심이 가는 사람은...",개발자
98,0,"미래 도시를 위한 첨단지식, 글로벌 서비스 산업 육성 - 지역총생산(GRDP) 100조 경제를 위한 대전형 산업. 1",강대훈,Jun 13. 2023,https://brunch.co.kr/@@QPk/142,"코딩 밖에 있으면 사람은 내비게이터가 지시하는 데로 운전하는 것처럼 기계의 노예가 된다. 택배의 배달 알고리즘은개발자와 AI가 만들지만, 최종 단계의 배달은 사람이 한다. 기계는 최적의 에너지로 쾌적한 서버실에서 안전하게 일하지만, 인공지능 밑...",개발자
99,0,시작은 무조건 대기업부터... - 지방대생이지만 현대자동차는 다니고싶어,아둥바둥 김대리,Jun 13. 2023,https://brunch.co.kr/@@4Ji7/84,사회 초년생이라 많이 위축된 모습에 안쓰럽고 측은함이 드는 친구였다. 취직이 여러해 동안 되지 못해 전공과 상관없는개발자허드렛일을 돕는 계약직으로 들어온 친구였다. 자존감이 무척이나 낮았던 이친구는 대기업에 서류조차 쓸 엄두도 못냈는데...,개발자
100,0,로드맵 전환 과정에서 모호함 다루기 - <프로덕트 리더십>을 읽고 생각 정리하기,안영회 습작,Jun 13. 2023,https://brunch.co.kr/@@4DBT/988,만들고 공유하는 분위기를 밝게 해 준다. 가장 먼저는 자존심을 중시하면 새로운 것을 배우기 힘들다는 사실을 주니어개발자때 배웠던 일이 떠오릅니다. 그리고 TDD를 익힐 때 반드시 실패(Fail)부터 맛보며 자존심을 버리고 시간을 벌었던 고행의 기간...,개발자
101,0,"[시승기]현대자동차 쏘나타 디 엣지, 디테일이 살아나다 - 명성에 맞는 혁신기술이 녹아든 중형세단 쏘나타 디 엣지를 타보다",젤라푸,Jun 13. 2023,https://brunch.co.kr/@@4dit/752,수평형 램프)’가 후면부의 ‘H 라이트’와 함께 미래적인 감성을 더하고 패밀리룩을 완성한다. 측면부는 낮게 시작하는프런트엔드와 긴 후드가 패스트백을 연상시키는 매끈한 루프라인으로 이어져 스포티한 이미지를 강조한다. 스포티한 감성은 측면의...,프론트엔드
102,0,'레이저 마킹'의 안전 문제를 예방하는 방법 - 안전을 위해 반드시 알아야 하는 5가지 방법.,도미노코리아,Jun 13. 2023,https://brunch.co.kr/@@9Szd/138,이번 글에서는 '레이저 마킹기의 안전 문제'에 대해 알아보았습니다. 도미노코리아는 다음 포스팅에서도 더욱 유용하고 흥미로운코딩&마킹 이야기로 돌아오겠습니다. >> 도미노코리아 제품 문의 #도미노코리아 #레이저 #마킹기 #안전 #CO2 #UV #파이버,코딩
