index,used,title,author,publish_time,href,context,search
1,0,"애플 비전 프로, 무엇이 다를까? - 혁신의 애플, 요번에도 무언가를 들고 왔다",크립토노트,Jun 23. 2023,https://brunch.co.kr/@@exo2/40,"살 이유가 없을 것이니깐요. 결국 애플은 비전 프로를 살 이유를 만들어 줄 것 실제로, 최근 애플은 이 비전 OS를 이용하여개발자들이 개발에 힘을 쏟을 수 있도록 환경을 마련하는 것에 힘쓰고 있습니다. 다음 달에는 런던, 뮌헨, 상하이, 싱가포르...",개발자
2,0,월급 없는 월급날~ 생활고에 시달ing - 2023.4.10. 입찰 서류 제출일~ 요구르트&된장찌개..,박기련,Jun 23. 2023,https://brunch.co.kr/@@dNVR/270,"나를 쪼으시고.. 직원들은 제대로 따라와주질 못하고.. 총체적 난국이다. 거기다 디자이너에게 디자인을 가르쳐야 하고..개발자에게 개발을 가르쳐야 하는 상황이 그저 놀라울 따름이다. ""여긴 니들 취미 생활하는 곳이 아니고 월급을 받으려면 최소한...",개발자
3,0,53. 질문의 어려움과 기술,가소로,Jun 23. 2023,https://brunch.co.kr/@@4DRX/175,"새로운 도구를 활용해보는 맥락에서 질문을 던지는건지, 혹은 경쟁이 치열한 시장에서의 성공을 목적으로 하는 컨텐츠개발자의 입장에서 질문을 던지는건지 설명한다면 좀 더 의미있는 논의로 이어질 수 있다. 문제는 이런 질문의 구성 역시 어느 정도로...",개발자
4,0,"Config 2023: 주요 업데이트 리뷰 - 대박이다, 피그마 컨퍼런스 2023.",기획하는 족제비,Jun 23. 2023,https://brunch.co.kr/@@cX6v/38,"아토믹(원자)의 역할을 수행했다. 결국 디자인 토큰이 가지는 키 포인트는 반복되는 디자인 속성을 정의하여 디자이너와개발자가 효율적으로 공유하는 것이며, 디자인이 꾸준히 변동되는 서비스일수록 디자인 토큰의 효과가 커진다. (아래 첨부한 문서를...",개발자
5,0,"하이브리드까지 출시하는 신형 카니발, 이렇게 나올까?",오토버프,Jun 23. 2023,https://brunch.co.kr/@@a950/862,"동일하게 적용될 것으로 보인다. 여기에 현대차그룹의 최신 인포테인먼트 시스템이 적용되어 동영상 스트리밍, 무선소프트웨어업데이트 등의 사양이 추가될 예정이다. 해당 예상도에서는 EV9에 적용된 신규 스티어링 휠이 적용된 것이 특징이다. 기아...",소프트웨어
6,0,"아이오닉 5 N, 전동화 시대의 고성능을 예고하다 - 고성능 N 최초의 전기차인 아이오닉 5 N이 막바지 담금질에 돌입했다.",HMG 저널,Jun 23. 2023,https://brunch.co.kr/@@3hBb/849,"N 브랜드를 통해 고성능을 실현하는 하드웨어 기술을 지속적으로 개발해 왔으며, 아이오닉 브랜드를 통해 전용 전기차 및소프트웨어제어 기술 등을 발전시켜 왔다. 이를 바탕으로 현대차는 두 브랜드의 기술 역량을 집대성해 고성능 전기차라는 새로운...",소프트웨어
7,0,"직접 쓴 출간기획서를 공유합니다 : ) - 우울증 환자가 출간작가가 되기까지, 그 여정의 기록",홍이,Jun 23. 2023,https://brunch.co.kr/@@cI6l/558,어떤 가치를 제공할 수 있을지 적어주시면 좋습니다. * 6. 책의 수명은 몇 년 정도 예상하시나요? 특히 IT 분야는 연관소프트웨어나 프로그램 등의 버전과 일반적인 개정 시기를 알려주세요. * 7. 경쟁 관계이거나 비슷한 책이 있나요? 있다면 제목...,소프트웨어
8,0,시작했습니다. - 이커머스.,언더독,Jun 23. 2023,https://brunch.co.kr/@@edvF/408,"수 있습니다. 틀림없는 사실입니다. 다만, 사업을 영위하는 길보다 시간은 좀 더 들 겁니다. 저는 직장을 다닐 수가 없는소프트웨어를 지닌 사람이 되어버렸습니다. 구조가 이해되고 큰 그림이 보이니, 안락한 곳에 머물겠다는 인간 본성이 싹...",소프트웨어
9,0,"후회 없는 삶을 위해, 지금도 창업에 도전하고 있어요 - 멋사 출신 창업가 인터뷰 시리즈(3) : 조정훈 수료생 인터뷰",멋쟁이사자처럼,1시간전,https://brunch.co.kr/@@2YH6/85,"중에서 5분과 함께하기로 했어요. 함께 하기로 한 분 중에는 멋사 출신 분들도 있었어요. 블록체인 스쿨, 프론트엔드 스쿨,백엔드스쿨 등 총 3분이 함께하게 되었어요. 개발자분들을 많이 모집하셨는데, 비결이 있나요? 개발자분들에게 어떤 부분이...",백엔드
10,0,"노코드를 받아들인 다는 것의 의미 - 노코드 B2B SaaS 마케터의 회고, 다짐 그리고 여정 1",Rooney Kim,7시간전,https://brunch.co.kr/@@2Hvm/356,유입된 햇병아리 비개발자들의 가슴은 더 큰 꿈으로 부풀었다. AI까지 상용화되고 나니 비개발자들은 노코드로 프론트엔드와백엔드까지 개발해 버릴 기세다. 그리고 실제 사례들도 속속 등장하고 있다. 적어도 두 달은 공부해야 하는 서버와 데이터베이스...,백엔드
11,0,재하 창업기 1. 창업의 계기 - 배움의 즐거움 - 재하 창업기,이재하 호박너구리,3시간전,https://brunch.co.kr/@@aPMD/72,"안녕하세요, 초기창업가 이재하입니다! 저는 약 4년간개발자로 일하다가 지난 5월에 B2B SaaS 스타트업 '프릭스'를 공동창업했는데요, 5주 동안 MVP를 완성하여 현재는 CBT를 진행하고 있습니다. 오늘은 어쩌다 제가 창업에 관심을 갖게 되어서개발자를...",개발자
12,0,인공지능은 작가의 꿈을 꾸는가? - AI가 창작자의 권리를 위협하는 기술이라는 주장은 정말 가당할까?,민용준,4시간전,https://brunch.co.kr/@@4Bq/399,써서 하는 행위다. 하지만 판 태블릿을 쓰는 작가와 액정 태블릿을 쓰는 작가의 작업 방식은 동일하지 않을 것이다. 어떤소프트웨어를 쓰는지도 관건이다. 도면화된 공간 이미지를 3D로 제작하는 것을 돕거나 다른 누군가가 만든 이미지를 활용할 수도...,소프트웨어
13,0,"K8 후속 전기차, 한 번 충전으로 800km 달린다?",오토브런치,7시간전,https://brunch.co.kr/@@cwOA/3308,유연하게 적용하는 것을 목표로 한다. GT1에 적용될 eM 플랫폼은 모든 전기 승용차 차급을 만들 수 있는 플랫폼으로 무선소프트웨어업데이트가 기본 사양으로 들어가며 레벨 3 이상의 자율주행 기술도 적용된다. 목적 기반 모빌리티(PBV) 전용으로 개발...,소프트웨어
14,0,가랑이가 찢어지더라도 두 갈래 길을 다 걸어보겠어요 - 프리랜서도 준비하고 이직도 준비하고,심슷,53분전,https://brunch.co.kr/@@ew69/8,"라고 썼다. 여전히 직업을 찾지 못했다. 갑자기 디자인이나 그림을 배울 기본 재능도 없고, 대뜸 책을 낼 수도 없고,코딩은 할 줄 모르고, 영상 편집도.. 아직 일을 받을 능력이 없다. 지금이야 그렇지만 그래도 나의 길을 찾기로 다짐하고 걷기 시작한...",코딩
15,0,글 없이 살 수 있는가? - 매너리즘이 태어나기까지,매너리즘,5시간전,https://brunch.co.kr/@@1dpv/67,"것을 좋아했다. 어릴 때 붓을 잡았다면 나는 그림을 그렸을 것이고, 카메라를 잡았다면 사진이나 영상을 다뤘을 것이다.코딩을 접했다면 게임이나 웹사이트를 만들었을 것이다. 근데 나는 그런 거(다른 예술적인 표현능력) 없다. 그나마 접한 것이 글이다...",코딩
16,0,"이모트, 그거 돈주고 왜 사..?; - 사람들은 이모트를 왜 사용할까?",Danstruct 댄스트럭트,Jun 22. 2023,https://brunch.co.kr/@@70z6/5,"있어 이러한 상황이 가능죠. 이러한 심리로 상대방을 놀리기 위해 사용자들이 이모트를 구매하고, 이용한다는 것을 알게 된 게임개발자들은 어떻게 하면 더 킹받는(짜증나는) 이모트를 만들 수 있을까 고민하며 신규 이모트를 개발하고 있습니다. 2. 동료...",개발자
17,0,나는 가성비 충입니다,수니,Jun 22. 2023,https://brunch.co.kr/@@464e/1234,싶은 것보다는 돈이 더 되는 일을 선택한 거죠. 대학 전공을 선택할 때 취업이 잘 되는 전자계산학과를 선택했고 그래서 IT개발자세상으로 입문했죠. 그렇게 회사에서 일하며 돈을 벌고 모으는 사회생활을 했죠. 그러다가 30대 초반에 재미있는 드라마에...,개발자
18,0,15. 높은 수준의 편집제작 Co-creator(3) - 34. 모바일 서비스 트렌드 : 성공적인 서비스가 갖는 15가지 특징,Rightbrain Lab,Jun 22. 2023,https://brunch.co.kr/@@aD5m/217,"자신만의 콘텐츠를 생산하는 것이 자연스러운 일이 되었다. 코딩 없이 소프트웨어 개발이 가능한 환경인 노코드 개발은,개발자가 아닌 일반인들도 손쉽게 원하는 툴을 간편하게 개발할 수 있기 때문에 개인이 직접 앱 개발을 하는 트렌드가 자리매김하는...",개발자
19,0,영화<소스 코드>-삶의 의미 찾기 - 반복해서 생각하기,윤병옥,Jun 22. 2023,https://brunch.co.kr/@@dIfq/172,"자신을 사랑하는 것을 알고 있다고 말했다며 아버지를 위로한다. 작전이 성공하면 콜터를 죽게 해 주겠다고 약속했던개발자는, 성공한 소스코드 프로그램을 활성화하기 위해 그를 계속 이용하기로 결심한다. 그러나 콜터와 내내 통화했던 여군 장교인...",개발자
20,0,(49) 예상보다 빠른 LTE 확산…양→질적 성장 - 12부. 4세대 이동통신(4G) 시대 개막,김문기,Jun 22. 2023,https://brunch.co.kr/@@Z0g/77,"분사시키고 앱마켓인 T스토어를 오픈했다. KT도 올레마켓을, LG유플러스도 U+스토어를 개장했다. 각각의 이통사는 앱개발자를 지원하는 프로그램을 마련하고 각 장터를 키우기 위한 킬러앱 육성에 힘썼다. 제조사 역시 이 대열에 동참했다. 삼성전자와 LG...",개발자
21,0,Figma Config 2023 - 무엇이 달라지나 - 피그마 컨퍼런스 2023에서 소개된 향후 업데이트 소개,김태길,Jun 22. 2023,https://brunch.co.kr/@@eaQ7/14,"모드와 REST api까지 지원하게 됩니다. 2. 최소/최대 높이 및 너비 그동안 반응형 웹을 작업하며 최소값과 최대값을 항상개발자와 코멘트로 관리하는 어려움이 있었는데, 프레임의 min/max height와 width를 설정할 수 있게 됩니다. 이에 따라 반응형 웹...",개발자
22,1,소프트웨어 장인 :: 2장 애자일,쉴틈없는 하루,Jun 22. 2023,https://brunch.co.kr/@@6h5L/8,"드러난 문제점들을 해결하는 것까지 마쳐야 비로소 서비스가 민첩하게 변화할 수 있다. [테스트 코드의 중요성] 이 특징은개발자한정으로 적용될 것 같은데, 애자일을 실천하기 위해서는 테스트 코드가 더욱 중요한 것 같다. 테스트 코드는 어떤 업무...",개발자
23,0,chatgpt를 사용하여 식물기록장을 개발하는 중기 - 코딩알못이라도 AI만 있다면 개발할 수 있어! 정말?,혜림,Jun 22. 2023,https://brunch.co.kr/@@ct3k/116,"않나? 하는 생각을 하게 되었다. 또 개인적으로 chatgpt나 구글의 bard 같은 생성형 AI 툴을 보면서 늘 궁금했던 점이, 전문개발자없이도 간단한 정도의 디지털 도구를 개발하고 배포할 수 있는가? 였다. 현재 구조로는 전문 지식과 경험을 가진 3-5명이...",개발자
24,0,제품 기획과 브랜드 기획의 차이 - 어떤 기획이 나랑 더 잘 맞을까?,메롱,Jun 22. 2023,https://brunch.co.kr/@@47GT/99,"제품 기획 #협업 #협상 #트렌드 #데이터중심 1. 협업과 협상 제품을 만드는 것은 한 사람이 할 수 없는 일이다. IT 업계라면개발자와 디자이너와 소통을 해야 하고, 소비재를 생산한다면 공장 사장님과 현장 관련자들과 소통이 필수다. 이 과정에서 오류...",개발자
